parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,cycle
head_02_033_009,none,factor,34.45205,17.226025,51.678075,head_state,1.0,0.0,1,-1.0
head_02_032_005,none,factor,35.17407,17.587035,52.76110500000001,head_state,1.0,0.0,1,-1.0
head_02_011_016,none,factor,34.78867,17.394335,52.18300500000001,head_state,1.0,0.0,1,-1.0
head_02_031_014,none,factor,34.45008,17.22504,51.67512,head_state,1.0,0.0,1,-1.0
head_02_024_019,none,factor,34.85089,17.425445,52.276334999999996,head_state,1.0,0.0,1,-1.0
head_02_036_012,none,factor,33.62086,16.81043,50.43129,head_state,1.0,0.0,1,-1.0
head_02_016_009,none,factor,35.53913,17.769565,53.30869499999999,head_state,1.0,0.0,1,-1.0
head_02_035_010,none,factor,33.90052,16.95026,50.85078,head_state,1.0,0.0,1,-1.0
head_02_032_003,none,factor,35.53204,17.76602,53.29806000000001,head_state,1.0,0.0,1,-1.0
head_02_016_010,none,factor,35.45497,17.727485,53.182455,head_state,1.0,0.0,1,-1.0
head_02_027_000,none,factor,36.77625,18.388125,55.16437499999999,head_state,1.0,0.0,1,-1.0
head_02_029_002,none,factor,36.18739,18.093695,54.281085,head_state,1.0,0.0,1,-1.0
head_02_033_010,none,factor,34.34948,17.17474,51.52422,head_state,1.0,0.0,1,-1.0
head_02_035_008,none,factor,34.0658,17.0329,51.09870000000001,head_state,1.0,0.0,1,-1.0
head_02_023_009,none,factor,35.507870000000004,17.753935000000002,53.261805,head_state,1.0,0.0,1,-1.0
head_02_029_011,none,factor,34.84641,17.423205,52.269615,head_state,1.0,0.0,1,-1.0
head_02_015_019,none,factor,34.97603,17.488015,52.464045,head_state,1.0,0.0,1,-1.0
head_02_011_003,none,factor,40.10532,20.05266,60.15798,head_state,1.0,0.0,1,-1.0
head_02_036_008,none,factor,33.75137,16.875685,50.627055,head_state,1.0,0.0,1,-1.0
head_02_002_011,none,factor,36.51323,18.256615,54.769845,head_state,1.0,0.0,1,-1.0
head_02_001_008,none,factor,37.55488,18.77744,56.33232,head_state,1.0,0.0,1,-1.0
head_02_010_016,none,factor,34.72071,17.360355,52.081065,head_state,1.0,0.0,1,-1.0
head_02_015_010,none,factor,35.48657,17.743285,53.22985500000001,head_state,1.0,0.0,1,-1.0
head_02_011_014,none,factor,34.83882,17.41941,52.25823,head_state,1.0,0.0,1,-1.0
head_02_006_003,none,factor,39.23557,19.617785,58.85335500000001,head_state,1.0,0.0,1,-1.0
head_02_023_010,none,factor,35.337709999999994,17.668854999999997,53.006565,head_state,1.0,0.0,1,-1.0
head_02_001_013,none,factor,35.858129999999996,17.929064999999998,53.787195,head_state,1.0,0.0,1,-1.0
head_02_019_019,none,factor,34.920809999999996,17.460404999999998,52.38121500000001,head_state,1.0,0.0,1,-1.0
head_02_030_015,none,factor,34.44168,17.22084,51.66252,head_state,1.0,0.0,1,-1.0
head_02_016_011,none,factor,35.35123,17.675615,53.026844999999994,head_state,1.0,0.0,1,-1.0
head_02_021_010,none,factor,35.38439,17.692195,53.07658500000001,head_state,1.0,0.0,1,-1.0
head_02_001_014,none,factor,35.49275,17.746375,53.239125,head_state,1.0,0.0,1,-1.0
head_02_030_013,none,factor,34.60326,17.30163,51.90489,head_state,1.0,0.0,1,-1.0
head_02_003_001,none,factor,39.434090000000005,19.717045000000002,59.151135,head_state,1.0,0.0,1,-1.0
head_02_024_015,none,factor,34.60588,17.30294,51.90882,head_state,1.0,0.0,1,-1.0
head_02_036_017,none,factor,34.23322,17.11661,51.34983,head_state,1.0,0.0,1,-1.0
head_02_007_009,none,factor,36.60992,18.30496,54.91488,head_state,1.0,0.0,1,-1.0
head_02_005_007,none,factor,37.72932,18.86466,56.59398,head_state,1.0,0.0,1,-1.0
head_02_012_015,none,factor,34.730270000000004,17.365135000000002,52.095405,head_state,1.0,0.0,1,-1.0
head_02_008_001,none,factor,39.87469,19.937345,59.812034999999995,head_state,1.0,0.0,1,-1.0
head_02_005_019,none,factor,35.20793,17.603965,52.81189499999999,head_state,1.0,0.0,1,-1.0
head_02_004_006,none,factor,38.15063,19.075315,57.225945,head_state,1.0,0.0,1,-1.0
head_02_014_013,none,factor,35.0942,17.5471,52.6413,head_state,1.0,0.0,1,-1.0
head_02_014_001,none,factor,39.98335,19.991675,59.975025,head_state,1.0,0.0,1,-1.0
head_02_000_014,none,factor,35.49771,17.748855,53.246565000000004,head_state,1.0,0.0,1,-1.0
head_02_017_003,none,factor,39.47462,19.73731,59.21193,head_state,1.0,0.0,1,-1.0
head_02_012_000,none,factor,40.12552,20.06276,60.188280000000006,head_state,1.0,0.0,1,-1.0
head_02_027_018,none,factor,34.75809,17.379045,52.137135,head_state,1.0,0.0,1,-1.0
head_02_022_011,none,factor,35.230140000000006,17.615070000000003,52.84521,head_state,1.0,0.0,1,-1.0
head_02_028_000,none,factor,36.57801,18.289005,54.867015,head_state,1.0,0.0,1,-1.0
head_02_036_013,none,factor,33.70774,16.85387,50.561609999999995,head_state,1.0,0.0,1,-1.0
head_02_008_002,none,factor,39.80187,19.900935,59.702805000000005,head_state,1.0,0.0,1,-1.0
head_02_004_017,none,factor,35.1874,17.5937,52.7811,head_state,1.0,0.0,1,-1.0
head_02_022_018,none,factor,34.84912,17.42456,52.27368,head_state,1.0,0.0,1,-1.0
head_02_020_002,none,factor,38.65976,19.32988,57.98964,head_state,1.0,0.0,1,-1.0
head_02_030_007,none,factor,35.111740000000005,17.555870000000002,52.66761,head_state,1.0,0.0,1,-1.0
head_02_005_017,none,factor,35.13691,17.568455,52.705365,head_state,1.0,0.0,1,-1.0
head_02_030_000,none,factor,36.25085,18.125425,54.376275,head_state,1.0,0.0,1,-1.0
head_02_010_018,none,factor,34.92841,17.464205,52.392615,head_state,1.0,0.0,1,-1.0
head_02_008_012,none,factor,35.669540000000005,17.834770000000002,53.50431,head_state,1.0,0.0,1,-1.0
head_02_006_000,none,factor,39.69603,19.848015,59.544045,head_state,1.0,0.0,1,-1.0
head_02_002_016,none,factor,35.17755,17.588775,52.766325,head_state,1.0,0.0,1,-1.0
head_02_002_007,none,factor,37.8694,18.9347,56.8041,head_state,1.0,0.0,1,-1.0
head_02_033_004,none,factor,35.1525,17.57625,52.72875000000001,head_state,1.0,0.0,1,-1.0
head_02_001_000,none,factor,39.44313,19.721565,59.164695,head_state,1.0,0.0,1,-1.0
head_02_005_018,none,factor,35.1835,17.59175,52.77525,head_state,1.0,0.0,1,-1.0
head_02_012_003,none,factor,40.1053,20.05265,60.15795,head_state,1.0,0.0,1,-1.0
head_02_029_012,none,factor,34.763529999999996,17.381764999999998,52.145295,head_state,1.0,0.0,1,-1.0
head_02_033_018,none,factor,34.50853,17.254265,51.762795000000004,head_state,1.0,0.0,1,-1.0
head_02_035_011,none,factor,33.826809999999995,16.913404999999997,50.740215000000006,head_state,1.0,0.0,1,-1.0
head_02_019_003,none,factor,38.9519,19.47595,58.42785000000001,head_state,1.0,0.0,1,-1.0
head_02_011_013,none,factor,34.80729,17.403645,52.210935000000006,head_state,1.0,0.0,1,-1.0
head_02_001_010,none,factor,36.871359999999996,18.435679999999998,55.30704,head_state,1.0,0.0,1,-1.0
head_02_004_009,none,factor,37.01546,18.50773,55.52319,head_state,1.0,0.0,1,-1.0
head_02_021_006,none,factor,35.94703,17.973515,53.920545,head_state,1.0,0.0,1,-1.0
head_02_034_012,none,factor,33.74266,16.87133,50.61399,head_state,1.0,0.0,1,-1.0
head_02_026_004,none,factor,36.38935,18.194675,54.584025,head_state,1.0,0.0,1,-1.0
head_02_019_016,none,factor,34.73496,17.36748,52.10244,head_state,1.0,0.0,1,-1.0
head_02_017_002,none,factor,39.46958,19.73479,59.20437,head_state,1.0,0.0,1,-1.0
head_02_012_014,none,factor,34.88024,17.44012,52.32036,head_state,1.0,0.0,1,-1.0
head_02_017_009,none,factor,35.51403,17.757015,53.271044999999994,head_state,1.0,0.0,1,-1.0
head_02_038_006,none,factor,33.05545,16.527725,49.583175,head_state,1.0,0.0,1,-1.0
head_02_031_016,none,factor,34.48271,17.241355,51.724065,head_state,1.0,0.0,1,-1.0
head_02_000_012,none,factor,36.23857,18.119285,54.35785500000001,head_state,1.0,0.0,1,-1.0
head_02_004_018,none,factor,35.22979,17.614895,52.844685,head_state,1.0,0.0,1,-1.0
head_02_019_002,none,factor,38.95798,19.47899,58.436969999999995,head_state,1.0,0.0,1,-1.0
head_02_033_011,none,factor,34.24612,17.12306,51.36918,head_state,1.0,0.0,1,-1.0
head_02_006_018,none,factor,35.1249,17.56245,52.68735,head_state,1.0,0.0,1,-1.0
head_02_039_005,none,factor,32.55827,16.279135,48.837405,head_state,1.0,0.0,1,-1.0
head_02_023_005,none,factor,36.58614,18.29307,54.87921,head_state,1.0,0.0,1,-1.0
head_02_019_015,none,factor,34.61439,17.307195,51.921585,head_state,1.0,0.0,1,-1.0
head_02_029_014,none,factor,34.58733,17.293665,51.880995,head_state,1.0,0.0,1,-1.0
head_02_037_007,none,factor,33.4425,16.72125,50.16375000000001,head_state,1.0,0.0,1,-1.0
head_02_022_009,none,factor,35.53349,17.766745,53.300235,head_state,1.0,0.0,1,-1.0
head_02_002_015,none,factor,35.08659,17.543295,52.629884999999994,head_state,1.0,0.0,1,-1.0
head_02_017_016,none,factor,34.79639,17.398195,52.194585,head_state,1.0,0.0,1,-1.0
head_02_036_007,none,factor,33.82569,16.912845,50.738535,head_state,1.0,0.0,1,-1.0
head_02_010_015,none,factor,34.71548,17.35774,52.07322,head_state,1.0,0.0,1,-1.0
head_02_001_009,none,factor,37.1969,18.59845,55.79535,head_state,1.0,0.0,1,-1.0
head_02_007_008,none,factor,36.9984,18.4992,55.49759999999999,head_state,1.0,0.0,1,-1.0
head_02_024_011,none,factor,35.13837,17.569185,52.707555000000006,head_state,1.0,0.0,1,-1.0
head_02_037_006,none,factor,33.503859999999996,16.751929999999998,50.25579000000001,head_state,1.0,0.0,1,-1.0
head_02_030_019,none,factor,34.677620000000005,17.338810000000002,52.01643,head_state,1.0,0.0,1,-1.0
head_02_006_005,none,factor,38.52495,19.262475,57.787425,head_state,1.0,0.0,1,-1.0
head_02_021_011,none,factor,35.24327,17.621635,52.86490500000001,head_state,1.0,0.0,1,-1.0
head_02_029_013,none,factor,34.67989,17.339945,52.019835,head_state,1.0,0.0,1,-1.0
head_02_006_011,none,factor,36.18513,18.092565,54.277694999999994,head_state,1.0,0.0,1,-1.0
head_02_012_002,none,factor,40.111259999999994,20.055629999999997,60.16689,head_state,1.0,0.0,1,-1.0
head_02_029_016,none,factor,34.57232,17.28616,51.85848,head_state,1.0,0.0,1,-1.0
head_02_014_012,none,factor,35.25803,17.629015,52.88704499999999,head_state,1.0,0.0,1,-1.0
head_02_018_018,none,factor,34.90842,17.45421,52.36263,head_state,1.0,0.0,1,-1.0
head_02_036_016,none,factor,34.1315,17.06575,51.19725,head_state,1.0,0.0,1,-1.0
head_02_038_010,none,factor,32.97033,16.485165,49.455495,head_state,1.0,0.0,1,-1.0
head_02_027_014,none,factor,34.67305,17.336525,52.00957500000001,head_state,1.0,0.0,1,-1.0
head_02_002_006,none,factor,38.17165,19.085825,57.257475,head_state,1.0,0.0,1,-1.0
head_02_006_013,none,factor,35.602940000000004,17.801470000000002,53.40441,head_state,1.0,0.0,1,-1.0
head_02_031_012,none,factor,34.556309999999996,17.278154999999998,51.83446500000001,head_state,1.0,0.0,1,-1.0
head_02_035_007,none,factor,34.16755,17.083775,51.251325,head_state,1.0,0.0,1,-1.0
head_02_013_003,none,factor,40.05583,20.027915,60.08374499999999,head_state,1.0,0.0,1,-1.0
head_02_014_009,none,factor,35.615429999999996,17.807714999999998,53.42314500000001,head_state,1.0,0.0,1,-1.0
head_02_032_007,none,factor,34.8694,17.4347,52.3041,head_state,1.0,0.0,1,-1.0
head_02_002_001,none,factor,39.39503,19.697515,59.092544999999994,head_state,1.0,0.0,1,-1.0
head_02_024_017,none,factor,34.77268,17.38634,52.15902,head_state,1.0,0.0,1,-1.0
head_02_005_016,none,factor,35.07977,17.539885,52.61965500000001,head_state,1.0,0.0,1,-1.0
head_02_019_013,none,factor,34.921620000000004,17.460810000000002,52.38243,head_state,1.0,0.0,1,-1.0
head_02_024_016,none,factor,34.69982,17.34991,52.04973,head_state,1.0,0.0,1,-1.0
head_02_025_015,none,factor,34.590740000000004,17.295370000000002,51.88611,head_state,1.0,0.0,1,-1.0
head_02_005_013,none,factor,35.68078,17.84039,53.52117,head_state,1.0,0.0,1,-1.0
head_02_001_015,none,factor,35.1016,17.5508,52.6524,head_state,1.0,0.0,1,-1.0
head_02_001_002,none,factor,39.22453,19.612265,58.836794999999995,head_state,1.0,0.0,1,-1.0
head_02_008_007,none,factor,37.063179999999996,18.531589999999998,55.59477,head_state,1.0,0.0,1,-1.0
head_02_032_017,none,factor,34.5053,17.25265,51.75795,head_state,1.0,0.0,1,-1.0
head_02_034_003,none,factor,35.1452,17.5726,52.7178,head_state,1.0,0.0,1,-1.0
head_02_004_005,none,factor,38.5159,19.25795,57.77385,head_state,1.0,0.0,1,-1.0
head_02_025_001,none,factor,37.1725,18.58625,55.75875,head_state,1.0,0.0,1,-1.0
head_02_035_014,none,factor,33.98981,16.994905,50.984715,head_state,1.0,0.0,1,-1.0
head_02_003_015,none,factor,35.07549,17.537745,52.613234999999996,head_state,1.0,0.0,1,-1.0
head_02_006_019,none,factor,35.15255,17.576275,52.728825,head_state,1.0,0.0,1,-1.0
head_02_018_015,none,factor,34.6677,17.33385,52.00155000000001,head_state,1.0,0.0,1,-1.0
head_02_007_010,none,factor,36.31875,18.159375,54.47812500000001,head_state,1.0,0.0,1,-1.0
head_02_007_013,none,factor,35.50517,17.752585,53.257755,head_state,1.0,0.0,1,-1.0
head_02_033_019,none,factor,34.5464,17.2732,51.8196,head_state,1.0,0.0,1,-1.0
head_02_004_010,none,factor,36.685520000000004,18.342760000000002,55.02828,head_state,1.0,0.0,1,-1.0
head_02_031_008,none,factor,34.90808,17.45404,52.362120000000004,head_state,1.0,0.0,1,-1.0
head_02_028_010,none,factor,34.99159,17.495795,52.487384999999996,head_state,1.0,0.0,1,-1.0
head_02_033_016,none,factor,34.36499,17.182495,51.547485,head_state,1.0,0.0,1,-1.0
head_02_038_011,none,factor,32.97659,16.488295,49.464884999999995,head_state,1.0,0.0,1,-1.0
head_02_009_002,none,factor,39.96414,19.98207,59.94621,head_state,1.0,0.0,1,-1.0
head_02_036_015,none,factor,34.01786,17.00893,51.026790000000005,head_state,1.0,0.0,1,-1.0
head_02_025_007,none,factor,35.800509999999996,17.900254999999998,53.700765,head_state,1.0,0.0,1,-1.0
head_02_023_019,none,factor,34.86591,17.432955,52.298865,head_state,1.0,0.0,1,-1.0
head_02_007_015,none,factor,34.9006,17.4503,52.3509,head_state,1.0,0.0,1,-1.0
head_02_039_014,none,factor,32.59981,16.299905,48.899715,head_state,1.0,0.0,1,-1.0
head_02_013_015,none,factor,34.74224,17.37112,52.11336,head_state,1.0,0.0,1,-1.0
head_02_007_018,none,factor,35.05898,17.52949,52.588469999999994,head_state,1.0,0.0,1,-1.0
head_02_035_016,none,factor,34.21733,17.108665,51.32599499999999,head_state,1.0,0.0,1,-1.0
head_02_004_000,none,factor,39.56211,19.781055,59.343165,head_state,1.0,0.0,1,-1.0
head_02_026_005,none,factor,36.15255,18.076275,54.228825,head_state,1.0,0.0,1,-1.0
head_02_007_007,none,factor,37.46163,18.730815,56.19244499999999,head_state,1.0,0.0,1,-1.0
head_02_025_010,none,factor,35.12275,17.561375,52.68412500000001,head_state,1.0,0.0,1,-1.0
head_02_017_012,none,factor,35.19018,17.59509,52.78527,head_state,1.0,0.0,1,-1.0
head_02_022_010,none,factor,35.37214,17.68607,53.058209999999995,head_state,1.0,0.0,1,-1.0
head_02_027_009,none,factor,35.17601,17.588005,52.764015,head_state,1.0,0.0,1,-1.0
head_02_036_009,none,factor,33.691140000000004,16.845570000000002,50.53671,head_state,1.0,0.0,1,-1.0
head_02_029_007,none,factor,35.18619,17.593095,52.779284999999994,head_state,1.0,0.0,1,-1.0
head_02_035_015,none,factor,34.1095,17.05475,51.16425,head_state,1.0,0.0,1,-1.0
head_02_031_009,none,factor,34.80689,17.403445,52.210335,head_state,1.0,0.0,1,-1.0
head_02_031_013,none,factor,34.50072,17.25036,51.75108,head_state,1.0,0.0,1,-1.0
head_02_025_003,none,factor,36.83511,18.417555,55.252665,head_state,1.0,0.0,1,-1.0
head_02_010_000,none,factor,40.10575,20.052875,60.158625,head_state,1.0,0.0,1,-1.0
head_02_007_003,none,factor,39.39125,19.695625,59.086875,head_state,1.0,0.0,1,-1.0
head_02_026_009,none,factor,35.21134,17.60567,52.81701,head_state,1.0,0.0,1,-1.0
head_02_039_009,none,factor,32.56067,16.280335,48.841004999999996,head_state,1.0,0.0,1,-1.0
head_02_011_017,none,factor,34.87161,17.435805,52.30741499999999,head_state,1.0,0.0,1,-1.0
head_02_032_012,none,factor,34.389109999999995,17.194554999999998,51.583665,head_state,1.0,0.0,1,-1.0
head_02_003_009,none,factor,37.09559,18.547795,55.643384999999995,head_state,1.0,0.0,1,-1.0
head_02_033_012,none,factor,34.14982,17.07491,51.22473,head_state,1.0,0.0,1,-1.0
head_02_037_010,none,factor,33.33482,16.66741,50.00223,head_state,1.0,0.0,1,-1.0
head_02_033_014,none,factor,34.23577,17.117885,51.353654999999996,head_state,1.0,0.0,1,-1.0
head_02_023_002,none,factor,37.60447,18.802235,56.406705,head_state,1.0,0.0,1,-1.0
head_02_023_018,none,factor,34.83847,17.419235,52.257705,head_state,1.0,0.0,1,-1.0
head_02_026_013,none,factor,34.8188,17.4094,52.2282,head_state,1.0,0.0,1,-1.0
head_02_010_019,none,factor,34.97361,17.486805,52.460415000000005,head_state,1.0,0.0,1,-1.0
head_02_020_003,none,factor,38.62473,19.312365,57.93709499999999,head_state,1.0,0.0,1,-1.0
head_02_021_014,none,factor,34.67463,17.337315,52.011945000000004,head_state,1.0,0.0,1,-1.0
head_02_016_016,none,factor,34.81767,17.408835,52.226504999999996,head_state,1.0,0.0,1,-1.0
head_02_020_010,none,factor,35.3882,17.6941,53.0823,head_state,1.0,0.0,1,-1.0
head_02_017_019,none,factor,34.953070000000004,17.476535000000002,52.429605,head_state,1.0,0.0,1,-1.0
head_02_029_001,none,factor,36.31604,18.15802,54.474059999999994,head_state,1.0,0.0,1,-1.0
head_02_031_018,none,factor,34.60738,17.30369,51.91107,head_state,1.0,0.0,1,-1.0
head_02_025_004,none,factor,36.584590000000006,18.292295000000003,54.876884999999994,head_state,1.0,0.0,1,-1.0
head_02_035_006,none,factor,34.2949,17.14745,51.44235,head_state,1.0,0.0,1,-1.0
head_02_003_005,none,factor,38.52215,19.261075,57.783225,head_state,1.0,0.0,1,-1.0
head_02_034_007,none,factor,34.461220000000004,17.230610000000002,51.69183,head_state,1.0,0.0,1,-1.0
head_02_008_009,none,factor,36.402609999999996,18.201304999999998,54.603915,head_state,1.0,0.0,1,-1.0
head_02_020_009,none,factor,35.503640000000004,17.751820000000002,53.25546,head_state,1.0,0.0,1,-1.0
head_02_038_009,none,factor,32.981159999999996,16.490579999999998,49.47174,head_state,1.0,0.0,1,-1.0
head_02_004_013,none,factor,35.74491,17.872455,53.61736499999999,head_state,1.0,0.0,1,-1.0
head_02_020_012,none,factor,35.07714,17.53857,52.61571,head_state,1.0,0.0,1,-1.0
head_02_026_001,none,factor,36.92908,18.46454,55.39362,head_state,1.0,0.0,1,-1.0
head_02_003_018,none,factor,35.26719,17.633595,52.900785,head_state,1.0,0.0,1,-1.0
head_02_021_019,none,factor,34.89124,17.44562,52.336859999999994,head_state,1.0,0.0,1,-1.0
head_02_006_008,none,factor,37.204570000000004,18.602285000000002,55.806855000000006,head_state,1.0,0.0,1,-1.0
head_02_007_016,none,factor,34.93627,17.468135,52.404405,head_state,1.0,0.0,1,-1.0
head_02_007_019,none,factor,35.09377,17.546885,52.640655,head_state,1.0,0.0,1,-1.0
head_02_023_017,none,factor,34.78432,17.39216,52.17648,head_state,1.0,0.0,1,-1.0
head_02_028_014,none,factor,34.63544,17.31772,51.95316,head_state,1.0,0.0,1,-1.0
head_02_015_011,none,factor,35.37897,17.689485,53.06845500000001,head_state,1.0,0.0,1,-1.0
head_02_022_017,none,factor,34.792429999999996,17.396214999999998,52.18864500000001,head_state,1.0,0.0,1,-1.0
head_02_008_019,none,factor,35.034259999999996,17.517129999999998,52.55139000000001,head_state,1.0,0.0,1,-1.0
head_02_034_016,none,factor,34.29482,17.14741,51.44223,head_state,1.0,0.0,1,-1.0
head_02_020_014,none,factor,34.45606,17.22803,51.684090000000005,head_state,1.0,0.0,1,-1.0
head_02_037_009,none,factor,33.36019,16.680095,50.040285,head_state,1.0,0.0,1,-1.0
head_02_031_011,none,factor,34.62726,17.31363,51.94089,head_state,1.0,0.0,1,-1.0
head_02_005_009,none,factor,36.92757,18.463785,55.391355,head_state,1.0,0.0,1,-1.0
head_02_018_000,none,factor,39.265,19.6325,58.8975,head_state,1.0,0.0,1,-1.0
head_02_038_016,none,factor,33.923559999999995,16.961779999999997,50.88534,head_state,1.0,0.0,1,-1.0
head_02_032_013,none,factor,34.36567,17.182835,51.54850500000001,head_state,1.0,0.0,1,-1.0
head_02_038_015,none,factor,33.78463,16.892315,50.676945,head_state,1.0,0.0,1,-1.0
head_02_033_006,none,factor,34.81201,17.406005,52.218015,head_state,1.0,0.0,1,-1.0
head_02_015_001,none,factor,39.85609,19.928045,59.784135000000006,head_state,1.0,0.0,1,-1.0
head_02_008_018,none,factor,34.99041,17.495205,52.485615,head_state,1.0,0.0,1,-1.0
head_02_022_019,none,factor,34.87856,17.43928,52.31784,head_state,1.0,0.0,1,-1.0
head_02_033_007,none,factor,34.68434,17.34217,52.026509999999995,head_state,1.0,0.0,1,-1.0
head_02_008_013,none,factor,35.3992,17.6996,53.0988,head_state,1.0,0.0,1,-1.0
head_02_025_011,none,factor,35.04665,17.523325,52.569975,head_state,1.0,0.0,1,-1.0
head_02_029_018,none,factor,34.69209,17.346045,52.038135,head_state,1.0,0.0,1,-1.0
head_02_023_000,none,factor,37.78938,18.89469,56.68407000000001,head_state,1.0,0.0,1,-1.0
head_02_012_013,none,factor,35.01312,17.50656,52.51968000000001,head_state,1.0,0.0,1,-1.0
head_02_028_007,none,factor,35.36985,17.684925,53.054775,head_state,1.0,0.0,1,-1.0
head_02_020_016,none,factor,34.70528,17.35264,52.05792,head_state,1.0,0.0,1,-1.0
head_02_011_011,none,factor,35.53302,17.76651,53.29953,head_state,1.0,0.0,1,-1.0
head_02_013_008,none,factor,35.73314,17.86657,53.599709999999995,head_state,1.0,0.0,1,-1.0
head_02_029_005,none,factor,35.518609999999995,17.759304999999998,53.27791500000001,head_state,1.0,0.0,1,-1.0
head_02_002_008,none,factor,37.51863,18.759315,56.277944999999995,head_state,1.0,0.0,1,-1.0
head_02_036_004,none,factor,34.35688,17.17844,51.53532,head_state,1.0,0.0,1,-1.0
head_02_037_008,none,factor,33.40054,16.70027,50.10081,head_state,1.0,0.0,1,-1.0
head_02_003_013,none,factor,35.7957,17.89785,53.69355,head_state,1.0,0.0,1,-1.0
head_02_002_000,none,factor,39.46669,19.733345,59.200035,head_state,1.0,0.0,1,-1.0
head_02_026_012,none,factor,34.90222,17.45111,52.35333,head_state,1.0,0.0,1,-1.0
head_02_017_010,none,factor,35.4284,17.7142,53.1426,head_state,1.0,0.0,1,-1.0
head_02_029_000,none,factor,36.39425,18.197125,54.591375,head_state,1.0,0.0,1,-1.0
head_02_037_016,none,factor,34.03394,17.01697,51.050909999999995,head_state,1.0,0.0,1,-1.0
head_02_027_017,none,factor,34.71,17.355,52.065,head_state,1.0,0.0,1,-1.0
head_02_009_019,none,factor,34.98987,17.494935,52.48480500000001,head_state,1.0,0.0,1,-1.0
head_02_027_019,none,factor,34.78344,17.39172,52.17516,head_state,1.0,0.0,1,-1.0
head_02_022_000,none,factor,38.073570000000004,19.036785000000002,57.110355000000006,head_state,1.0,0.0,1,-1.0
head_02_032_009,none,factor,34.64689,17.323445,51.970335,head_state,1.0,0.0,1,-1.0
head_02_005_014,none,factor,35.35398,17.67699,53.03097,head_state,1.0,0.0,1,-1.0
head_02_011_012,none,factor,35.25204,17.62602,52.87806000000001,head_state,1.0,0.0,1,-1.0
head_02_022_008,none,factor,35.69167,17.845835,53.537505,head_state,1.0,0.0,1,-1.0
head_02_016_002,none,factor,39.67335,19.836675,59.510025,head_state,1.0,0.0,1,-1.0
head_02_023_001,none,factor,37.71605,18.858025,56.57407500000001,head_state,1.0,0.0,1,-1.0
head_02_004_012,none,factor,36.067040000000006,18.033520000000003,54.100559999999994,head_state,1.0,0.0,1,-1.0
head_02_032_018,none,factor,34.5595,17.27975,51.83925,head_state,1.0,0.0,1,-1.0
head_02_025_012,none,factor,34.96415,17.482075,52.446225,head_state,1.0,0.0,1,-1.0
head_02_025_008,none,factor,35.5698,17.7849,53.3547,head_state,1.0,0.0,1,-1.0
head_02_002_002,none,factor,39.24219,19.621095,58.86328500000001,head_state,1.0,0.0,1,-1.0
head_02_000_007,none,factor,37.898720000000004,18.949360000000002,56.84808,head_state,1.0,0.0,1,-1.0
head_02_024_005,none,factor,36.445190000000004,18.222595000000002,54.667785,head_state,1.0,0.0,1,-1.0
head_02_001_017,none,factor,35.264379999999996,17.632189999999998,52.89657,head_state,1.0,0.0,1,-1.0
head_02_032_019,none,factor,34.59004,17.29502,51.885059999999996,head_state,1.0,0.0,1,-1.0
head_02_005_001,none,factor,39.55474,19.77737,59.33211,head_state,1.0,0.0,1,-1.0
head_02_027_010,none,factor,34.98605,17.493025,52.479075,head_state,1.0,0.0,1,-1.0
head_02_002_010,none,factor,36.8287,18.41435,55.24305,head_state,1.0,0.0,1,-1.0
head_02_005_012,none,factor,35.99095,17.995475,53.986425,head_state,1.0,0.0,1,-1.0
head_02_036_011,none,factor,33.6113,16.80565,50.41695,head_state,1.0,0.0,1,-1.0
head_02_022_006,none,factor,36.0092,18.0046,54.0138,head_state,1.0,0.0,1,-1.0
head_02_005_003,none,factor,39.155,19.5775,58.7325,head_state,1.0,0.0,1,-1.0
head_02_014_000,none,factor,39.98608,19.99304,59.979119999999995,head_state,1.0,0.0,1,-1.0
head_02_014_017,none,factor,34.9073,17.45365,52.36095,head_state,1.0,0.0,1,-1.0
head_02_025_006,none,factor,36.05471,18.027355,54.082065,head_state,1.0,0.0,1,-1.0
head_02_017_001,none,factor,39.482279999999996,19.741139999999998,59.22342,head_state,1.0,0.0,1,-1.0
head_02_025_018,none,factor,34.80729,17.403645,52.210935000000006,head_state,1.0,0.0,1,-1.0
head_02_025_014,none,factor,34.73424,17.36712,52.10136,head_state,1.0,0.0,1,-1.0
head_02_032_001,none,factor,35.90252,17.95126,53.85378000000001,head_state,1.0,0.0,1,-1.0
head_02_027_011,none,factor,34.92897,17.464485,52.393454999999996,head_state,1.0,0.0,1,-1.0
head_02_014_016,none,factor,34.83766,17.41883,52.25649,head_state,1.0,0.0,1,-1.0
head_02_019_017,none,factor,34.82925,17.414625,52.243875,head_state,1.0,0.0,1,-1.0
head_02_026_006,none,factor,35.90844,17.95422,53.86266,head_state,1.0,0.0,1,-1.0
head_02_034_006,none,factor,34.58824,17.29412,51.88236,head_state,1.0,0.0,1,-1.0
head_02_008_016,none,factor,34.80005,17.400025,52.200075,head_state,1.0,0.0,1,-1.0
head_02_014_018,none,factor,34.955009999999994,17.477504999999997,52.432515,head_state,1.0,0.0,1,-1.0
head_02_007_014,none,factor,35.20909,17.604545,52.81363500000001,head_state,1.0,0.0,1,-1.0
head_02_012_019,none,factor,34.97651,17.488255,52.464765,head_state,1.0,0.0,1,-1.0
